VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,1,OLD,B,,,1,1,0.953,0,12,12,12,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,3,NEW,B,,,3,1,0.267,0,13,13,13,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_G.wav,3,NEW,B,,,3,1,0.352,0,14,14,14,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_E.wav,2,SIMILAR,B,,,2,1,1.469,0,15,15,15,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chime_B.wav,3,NEW,B,,,3,1,0.335,0,16,16,16,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Footsteps_F.wav,2,SIMILAR,B,,,2,1,0.452,0,17,17,17,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,3,NEW,B,,,3,1,0.272,0,18,18,18,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_D.wav,3,NEW,B,,,3,1,0.421,0,19,19,19,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,1,OLD,B,,,1,1,0.539,0,20,20,20,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,1,OLD,B,,,1,1,0.301,0,21,21,21,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,3,NEW,B,,,3,1,0.286,0,22,22,22,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,1,OLD,B,,,1,1,0.519,0,23,23,23,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_A.wav,3,NEW,B,,,3,1,0.3,0,24,24,24,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_F.wav,2,SIMILAR,B,,,2,1,1.39,0,25,25,25,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_G.wav,3,NEW,B,,,3,1,0.303,0,26,26,26,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,1,OLD,B,,,1,1,0.368,0,27,27,27,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,3,NEW,B,,,3,1,0.284,0,28,28,28,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,1,OLD,B,,,2,0,0.484,0,29,29,29,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_D.wav,3,NEW,B,,,3,1,0.337,0,30,30,30,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_C.wav,2,SIMILAR,B,,,1,0,0.702,0,31,31,31,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chime_A.wav,2,SIMILAR,B,,,1,0,0.519,0,32,32,32,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_H.wav,2,SIMILAR,B,,,1,0,0.42,0,33,33,33,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,3,NEW,B,,,3,1,0.335,0,34,34,34,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_F.wav,2,SIMILAR,B,,,1,0,0.389,0,35,35,35,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,3,NEW,B,,,3,1,0.271,0,36,36,36,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_D.wav,1,OLD,B,,,1,1,0.516,0,37,37,37,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Clap_B.wav,3,NEW,B,,,3,1,0.301,0,38,38,38,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,3,NEW,B,,,3,1,0.255,0,39,39,39,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_G.wav,3,NEW,B,,,3,1,0.268,0,40,40,40,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,NEW,B,,,3,1,1.102,0,41,41,41,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,B,,,2,0,0.302,0,42,42,42,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,B,,,3,1,0.351,0,43,43,43,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_D.wav,3,NEW,B,,,3,1,0.467,0,44,44,44,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Coin_D.wav,3,NEW,B,,,3,1,0.35,0,45,45,45,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,1,OLD,B,,,1,1,0.302,0,46,46,46,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,3,NEW,B,,,3,1,0.435,0,47,47,47,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,3,NEW,B,,,3,1,0.355,0,48,48,48,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,OLD,B,,,2,0,0.417,0,49,49,49,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_C.wav,2,SIMILAR,B,,,3,0,0.301,0,50,50,50,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,3,NEW,B,,,3,1,0.286,0,51,51,51,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_H.wav,2,SIMILAR,B,,,2,1,0.504,0,52,52,52,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Horse.wav,3,NEW,B,,,3,1,0.384,0,53,53,53,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_F.wav,3,NEW,B,,,3,1,0.385,0,54,54,54,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,1,OLD,B,,,1,1,0.302,0,55,55,55,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Clap_C.wav,2,SIMILAR,B,,,2,1,0.456,0,56,56,56,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Crow_B.wav,3,NEW,B,,,3,1,0.272,0,57,57,57,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_H.wav,2,SIMILAR,B,,,1,0,0.901,0,58,58,58,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Printer.wav,3,NEW,B,,,3,1,0.701,0,59,59,59,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,1,OLD,B,,,1,1,0.285,0,60,60,60,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_E.wav,2,SIMILAR,B,,,1,0,0.27,0,61,61,61,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_F.wav,3,NEW,B,,,3,1,0.301,0,62,62,62,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_E.wav,2,SIMILAR,B,,,1,0,0.336,0,63,63,63,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Coin_E.wav,2,SIMILAR,B,,,1,0,0.285,0,64,64,64,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,1,OLD,B,,,1,1,0.271,0,65,65,65,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,1,OLD,B,,,1,1,0.054,0,66,66,66,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,B,,,3,0,0.335,0,67,67,67,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,3,NEW,B,,,3,1,0.457,0,68,68,68,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,1,OLD,B,,,1,1,0.32,0,69,69,69,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,3,NEW,B,,,3,1,0.252,0,70,70,70,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,1,OLD,B,,,1,1,0.251,0,71,71,71,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,B,,,2,0,1.234,0,72,72,72,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,1,OLD,B,,,1,1,0.289,0,73,73,73,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,3,NEW,B,,,3,1,0.603,0,74,74,74,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Steam.wav,3,NEW,B,,,3,1,1.769,0,75,75,75,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Horse.wav,1,OLD,B,,,1,1,0.918,0,76,76,76,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_C.wav,3,NEW,B,,,3,1,1.034,0,77,77,77,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Printer.wav,1,OLD,B,,,1,1,0.721,0,78,78,78,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Crow_A.wav,2,SIMILAR,B,,,1,0,0.451,0,79,79,79,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,3,NEW,B,,,3,1,0.575,0,80,80,80,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_E.wav,2,SIMILAR,B,,,1,0,0.311,0,81,81,81,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,3,NEW,B,,,3,1,4.137,0,82,82,82,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,B,,,3,1,0.257,0,83,83,83,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,NEW,B,,,3,1,0.252,0,84,84,84,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,B,,,3,1,1.34,0,85,85,85,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_E.wav,2,SIMILAR,B,,,2,1,0.668,0,86,86,86,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_F.wav,3,NEW,B,,,3,1,0.241,0,87,87,87,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,B,,,1,0,0.588,0,88,88,88,1,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,1,OLD,B,,,1,1,0.374,0,89,89,89,1,,
